,Description,Max score,Total score,Query cover,E value,Ident,Accession,,
Select seq WP_097963277.1,glycosyl hydrolase [Streptomyces sp. or20],182,182,0.84,4.00E-48,0.27,WP_097963277.1,,
Select seq WP_089549170.1,glycosyl hydrolase [Paenibacillus sp. SSG-1],178,178,0.8,4.00E-48,0.27,WP_089549170.1,,
Select seq WP_120595495.1,glycosyl hydrolase [Corallococcus sp. AB004],182,182,0.8,4.00E-48,0.27,WP_120595495.1,,
Select seq WP_089805973.1,"glucan endo-1,6-beta-glucosidase [Chitinophaga sp. YR627]",182,182,0.8,4.00E-48,0.27,WP_089805973.1,,
Select seq WP_056634397.1,hypothetical protein [Paenibacillus sp. Soil522],187,187,0.81,5.00E-48,0.27,WP_056634397.1,,
Select seq WP_109199771.1,glycosyl hydrolase [Streptomyces sp. CS014],182,182,0.84,5.00E-48,0.27,WP_109199771.1,,
Select seq WP_066758821.1,glucosylceramidase [Chryseobacterium glaciei],179,179,0.79,5.00E-48,0.27,WP_066758821.1,,
Select seq WP_120577966.1,glycosyl hydrolase [Corallococcus sp. CA041A],182,182,0.8,5.00E-48,0.27,WP_120577966.1,,
Select seq WP_116232864.1,glycosyl hydrolase [Paenibacillus sp. VMFN-D1],178,178,0.8,5.00E-48,0.27,WP_116232864.1,,
Select seq WP_091160611.1,glycosyl hydrolase [Paenibacillus sp. 453mf],178,178,0.8,5.00E-48,0.27,WP_091160611.1,,
Select seq WP_036601578.1,glucosylceramidase [Olivibacter sitiensis],179,179,0.79,5.00E-48,0.27,WP_036601578.1,,
Select seq WP_121762936.1,glycosyl hydrolase [Corallococcus sp. AB038B],182,182,0.8,5.00E-48,0.27,WP_121762936.1,,
Select seq WP_097971876.1,glycosyl hydrolase [Streptomyces sp. gb14],182,182,0.84,6.00E-48,0.27,WP_097971876.1,,
Select seq WP_047403885.1,glycosyl hydrolase [Clostridium botulinum],178,178,0.84,6.00E-48,0.27,WP_047403885.1,,
Select seq WP_107409694.1,glycosyl hydrolase [Streptomyces sp. CS149],182,182,0.84,7.00E-48,0.27,WP_107409694.1,,
Select seq WP_120622166.1,glycosyl hydrolase [Corallococcus sp. CA049B],182,182,0.8,7.00E-48,0.27,WP_120622166.1,,
Select seq WP_121775970.1,glycosyl hydrolase [Corallococcus sp. AB032C],182,182,0.8,7.00E-48,0.27,WP_121775970.1,,
Select seq WP_121754330.1,glycosyl hydrolase [Corallococcus sp. AB030],181,181,0.8,7.00E-48,0.27,WP_121754330.1,,
Select seq WP_104314531.1,hypothetical protein [Rathayibacter sp. AY2B7],184,184,0.86,8.00E-48,0.27,WP_104314531.1,,
Select seq WP_124436758.1,hypothetical protein [Streptomyces sp. NL15-2K],185,185,0.81,8.00E-48,0.27,WP_124436758.1,,
Select seq WP_047495470.1,glucosylceramidase [Chryseobacterium sp. OV705],178,178,0.83,8.00E-48,0.27,WP_047495470.1,,
Select seq WP_051835447.1,hypothetical protein [Streptomyces sp. NRRL S-481],185,185,0.81,9.00E-48,0.27,WP_051835447.1,,
Select seq WP_112849362.1,glycosyl hydrolase [Rhizobiales bacterium],177,177,0.77,9.00E-48,0.27,WP_112849362.1,,
Select seq WP_051804128.1,hypothetical protein [Streptomyces sp. NRRL S-474],185,185,0.81,9.00E-48,0.27,WP_051804128.1,,
Select seq WP_091174776.1,glucosylceramidase [Mucilaginibacter gossypii],178,178,0.8,1.00E-47,0.27,WP_091174776.1,,
Select seq WP_121461739.1,glucosylceramidase [Chryseobacterium defluvii],178,178,0.8,1.00E-47,0.27,WP_121461739.1,,
Select seq WP_115919784.1,glucosylceramidase [Chryseobacterium rhizosphaerae],178,178,0.83,1.00E-47,0.27,WP_115919784.1,,
Select seq WP_026703901.1,glucosylceramidase [Flavobacterium soli],178,178,0.79,1.00E-47,0.27,WP_026703901.1,,
Select seq WP_109709790.1,glucosylceramidase [Chryseobacterium sp. ISE14],178,178,0.79,1.00E-47,0.27,WP_109709790.1,,
Select seq WP_078079047.1,glycosyl hydrolase [Streptomyces niveus],181,181,0.85,1.00E-47,0.27,WP_078079047.1,,
Select seq WP_119479360.1,glucosylceramidase [Algoriphagus sp. N3],177,177,0.8,1.00E-47,0.27,WP_119479360.1,,
Select seq WP_103789403.1,glucosylceramidase [Solitalea longa],177,177,0.81,1.00E-47,0.27,WP_103789403.1,,
Select seq WP_076312646.1,MULTISPECIES: glycosyl hydrolase [Paenibacillus],177,177,0.79,1.00E-47,0.27,WP_076312646.1,,
Select seq WP_069629802.1,glycosyl hydrolase [Streptomyces niveus],181,181,0.85,1.00E-47,0.27,WP_069629802.1,,
Select seq WP_092103807.1,glucosylceramidase [Pontibacter chinhatensis],177,177,0.79,1.00E-47,0.27,WP_092103807.1,,
Select seq WP_034682902.1,glucosylceramidase [Chryseobacterium piperi],177,177,0.81,1.00E-47,0.27,WP_034682902.1,,
Select seq WP_091655270.1,glucosylceramidase [Algoriphagus ornithinivorans],177,177,0.8,1.00E-47,0.27,WP_091655270.1,,
Select seq WP_035561894.1,glucosylceramidase [Hymenobacter sp. IS2118],177,177,0.8,2.00E-47,0.27,WP_035561894.1,,
Select seq WP_110584317.1,glucosylceramidase [Mucilaginibacter sp. OV119],177,177,0.79,2.00E-47,0.27,WP_110584317.1,,
Select seq WP_123984303.1,glucosylceramidase [Chryseobacterium sp. G0201],177,177,0.81,2.00E-47,0.27,WP_123984303.1,,
Select seq WP_071219525.1,glycosyl hydrolase [Paenibacillus sp. LC231],177,177,0.79,2.00E-47,0.27,WP_071219525.1,,
Select seq WP_084084072.1,glucosylceramidase [Chryseobacterium sp. YR221],177,177,0.83,2.00E-47,0.27,WP_084084072.1,,
Select seq WP_091493645.1,glucosylceramidase [Flavobacterium phragmitis],178,178,0.8,2.00E-47,0.27,WP_091493645.1,,
Select seq WP_076172762.1,glycosyl hydrolase [Paenibacillus rhizosphaerae],177,177,0.8,2.00E-47,0.27,WP_076172762.1,,
Select seq WP_026992643.1,glucosylceramidase [Flavobacterium subsaxonicum],177,177,0.85,2.00E-47,0.27,WP_026992643.1,,
Select seq WP_124283168.1,glycosyl hydrolase [Streptomyces sp. ADI97-07],180,180,0.83,2.00E-47,0.27,WP_124283168.1,,
Select seq WP_111600368.1,"glucan endo-1,6-beta-glucosidase [Chitinophaga skermanii]",180,180,0.79,2.00E-47,0.27,WP_111600368.1,,
Select seq WP_100315353.1,glucosylceramidase [Thermoflavifilum aggregans],177,177,0.81,2.00E-47,0.27,WP_100315353.1,,
Select seq WP_102907324.1,hypothetical protein [Streptomyces sp. 13K301],184,184,0.81,2.00E-47,0.27,WP_102907324.1,,
Select seq WP_008625952.1,glucosylceramidase [Mariniradius saccharolyticus],177,177,0.79,2.00E-47,0.27,WP_008625952.1,,
Select seq WP_072406709.1,glucosylceramidase [Chryseobacterium limigenitum],177,177,0.81,2.00E-47,0.27,WP_072406709.1,,
Select seq WP_057932205.1,glucosylceramidase [Pedobacter ginsenosidimutans],177,177,0.79,2.00E-47,0.27,WP_057932205.1,,
Select seq WP_121232776.1,glucosylceramidase [Mucilaginibacter sp. YR332],177,177,0.8,2.00E-47,0.27,WP_121232776.1,,
Select seq WP_121722346.1,glycosyl hydrolase [Corallococcus sp. AB049A],180,180,0.8,2.00E-47,0.27,WP_121722346.1,,
Select seq WP_112574200.1,glucosylceramidase [Mucilaginibacter kameinonensis],177,177,0.8,2.00E-47,0.27,WP_112574200.1,,
Select seq WP_121830049.1,glycosyl hydrolase [Streptomyces sp. S1],180,180,0.78,2.00E-47,0.27,WP_121830049.1,,
Select seq WP_123950544.1,glucosylceramidase [Cyclobacteriaceae bacterium YHN15],177,177,0.8,3.00E-47,0.27,WP_123950544.1,,
Select seq WP_061307599.1,glycosyl hydrolase [Clostridium botulinum],176,176,0.79,3.00E-47,0.27,WP_061307599.1,,
Select seq WP_091621709.1,glucosylceramidase [Maribacter orientalis],177,177,0.81,3.00E-47,0.27,WP_091621709.1,,
Select seq WP_123561026.1,"glucan endo-1,6-beta-glucosidase [Kitasatospora cineracea]",180,180,0.8,3.00E-47,0.27,WP_123561026.1,,
Select seq WP_116046328.1,carbohydrate-binding protein [Paenibacillus paeoniae],185,185,0.81,3.00E-47,0.27,WP_116046328.1,,
Select seq WP_115404163.1,glucosylceramidase [Pedobacter sp. JDX94],177,177,0.91,3.00E-47,0.27,WP_115404163.1,,
Select seq WP_051433564.1,glycosyl hydrolase [Streptomyces niveus],180,180,0.85,3.00E-47,0.27,WP_051433564.1,,
Select seq WP_020386757.1,"glucan endo-1,6-beta-glucosidase [Kribbella catacumbae]",180,180,0.8,3.00E-47,0.27,WP_020386757.1,,
Select seq WP_108688502.1,glucosylceramidase [Chitinophaga parva],177,177,0.81,4.00E-47,0.27,WP_108688502.1,,
Select seq WP_056792677.1,MULTISPECIES: glycosyl hydrolase [Streptomyces],180,180,0.83,4.00E-47,0.27,WP_056792677.1,,
Select seq WP_020708701.1,hypothetical protein [Acidobacteriaceae bacterium KBS 83],177,177,0.84,4.00E-47,0.27,WP_020708701.1,,
Select seq WP_076594490.1,glucosylceramidase [Chryseobacterium sp. RU33C],176,176,0.85,4.00E-47,0.27,WP_076594490.1,,
Select seq WP_026899286.1,glucosylceramidase [Pedobacter oryzae],177,177,0.79,4.00E-47,0.27,WP_026899286.1,,
Select seq WP_104352614.1,carbohydrate-binding protein [Rathayibacter sp. AY1F3],185,185,0.86,4.00E-47,0.27,WP_104352614.1,,
Select seq WP_120549257.1,glycosyl hydrolase [Corallococcus sp. AB050B],179,179,0.8,4.00E-47,0.27,WP_120549257.1,,
Select seq WP_089353059.1,glucosylceramidase [Flavobacterium sp. ov086],176,176,0.8,5.00E-47,0.27,WP_089353059.1,,
Select seq WP_068784495.1,glycosyl hydrolase [Paenibacillus phocaensis],175,175,0.85,5.00E-47,0.27,WP_068784495.1,,
Select seq WP_121770969.1,glycosyl hydrolase [Corallococcus sp. AB047A],179,179,0.8,5.00E-47,0.27,WP_121770969.1,,
Select seq WP_104237750.1,MULTISPECIES: carbohydrate-binding protein [Rathayibacter],184,184,0.86,5.00E-47,0.27,WP_104237750.1,,
Select seq WP_052386488.1,hypothetical protein [Dactylosporangium aurantiacum],179,179,0.8,5.00E-47,0.27,WP_052386488.1,,
Select seq WP_083573095.1,glycosyl hydrolase [Rhodanobacter sp. OK091],177,177,0.84,6.00E-47,0.27,WP_083573095.1,,
Select seq WP_051705235.1,hypothetical protein [Streptomyces sp. NRRL S-455],183,183,0.81,6.00E-47,0.27,WP_051705235.1,,
Select seq WP_080778957.1,glucosylceramidase [Chryseobacterium sp. 6021061333],176,176,0.79,6.00E-47,0.27,WP_080778957.1,,
Select seq WP_060905485.1,hypothetical protein [Streptomyces scabiei],183,183,0.81,6.00E-47,0.27,WP_060905485.1,,
Select seq WP_119800537.1,carbohydrate-binding protein [Paenibacillus sp. 1011MAR3C5],184,184,0.8,6.00E-47,0.27,WP_119800537.1,,
Select seq WP_061085308.1,glucosylceramidase [Chryseobacterium indologenes],176,176,0.84,6.00E-47,0.27,WP_061085308.1,,
Select seq WP_075143740.1,glycosyl hydrolase [Clostridium botulinum],175,175,0.77,6.00E-47,0.27,WP_075143740.1,,
Select seq WP_012705767.1,glycosyl hydrolase [Clostridium botulinum],175,175,0.77,6.00E-47,0.27,WP_012705767.1,,
Select seq WP_099905308.1,"MULTISPECIES: glucan endo-1,6-beta-glucosidase [Streptomyces]",179,179,0.8,6.00E-47,0.27,WP_099905308.1,,
Select seq WP_090098971.1,glucosylceramidase [Chitinophaga sp. CF118],176,176,0.87,7.00E-47,0.27,WP_090098971.1,,
Select seq WP_085293171.1,glycosyl hydrolase [Clostridium botulinum],175,175,0.77,7.00E-47,0.27,WP_085293171.1,,
Select seq WP_056718251.1,glycosyl hydrolase [Rhodanobacter sp. Root179],177,177,0.8,7.00E-47,0.27,WP_056718251.1,,
Select seq WP_076451151.1,glucosylceramidase [Chryseobacterium piscicola],176,176,0.81,7.00E-47,0.27,WP_076451151.1,,
Select seq WP_098970807.1,glucosylceramidase [Chryseobacterium indologenes],175,175,0.84,9.00E-47,0.27,WP_098970807.1,,
Select seq WP_112653157.1,glucosylceramidase [Mucilaginibacter rubeus],175,175,0.8,9.00E-47,0.27,WP_112653157.1,,
Select seq WP_113060548.1,glycosyl hydrolase [Paenibacillus lautus],175,175,0.79,9.00E-47,0.27,WP_113060548.1,,
Select seq WP_111294955.1,glucosylceramidase [Hydrotalea sandarakina],175,175,0.8,9.00E-47,0.27,WP_111294955.1,,
Select seq WP_053754751.1,hypothetical protein [Streptomyces sp. MMG1533],182,182,0.81,1.00E-46,0.27,WP_053754751.1,,
Select seq WP_062178924.1,"glucan endo-1,6-beta-glucosidase [Dysgonomonas macrotermitis]",175,175,0.82,1.00E-46,0.27,WP_062178924.1,,
Select seq WP_056766323.1,glycosyl hydrolase [Rhodanobacter sp. Root561],176,176,0.8,1.00E-46,0.27,WP_056766323.1,,
Select seq WP_074103079.1,hypothetical protein [Paenibacillus sp. P3E],178,178,0.81,1.00E-46,0.27,WP_074103079.1,,
Select seq WP_123871021.1,glucosylceramidase [Chryseobacterium bernardetii],175,175,0.85,1.00E-46,0.27,WP_123871021.1,,
Select seq WP_063847620.1,carbohydrate-binding protein [Bacillus sp. FJAT-28004],184,184,0.8,1.00E-46,0.27,WP_063847620.1,,
Select seq WP_095952649.1,glucosylceramidase [Flavobacterium sp. ACN6],175,175,0.81,1.00E-46,0.27,WP_095952649.1,,
Select seq WP_053490519.1,glycosyl hydrolase [Bacillus sp. FJAT-18019],175,175,0.79,1.00E-46,0.27,WP_053490519.1,,
Select seq WP_062699076.1,glucosylceramidase [Chryseobacterium indologenes],175,175,0.79,1.00E-46,0.27,WP_062699076.1,,
Select seq WP_051220055.1,carbohydrate-binding protein [Paenibacillus mucilaginosus],184,184,0.81,1.00E-46,0.27,WP_051220055.1,,
Select seq WP_089855210.1,glucosylceramidase [Chryseobacterium taeanense],175,175,0.83,1.00E-46,0.27,WP_089855210.1,,
Select seq WP_068358576.1,glucosylceramidase [Polaribacter reichenbachii],175,175,0.81,1.00E-46,0.27,WP_068358576.1,,
Select seq WP_063970068.1,glucosylceramidase [Chryseobacterium sp. FP211-J200],175,175,0.83,2.00E-46,0.27,WP_063970068.1,,
Select seq WP_045829063.1,glycosyl hydrolase [Luteibacter yeojuensis],176,176,0.8,2.00E-46,0.27,WP_045829063.1,,
Select seq WP_083729757.1,glucosylceramidase [[Flexibacter] sp. ATCC 35208],175,175,0.87,2.00E-46,0.27,WP_083729757.1,,
Select seq WP_042721640.1,glucosylceramidase [Flavobacterium sp. B17],175,175,0.81,2.00E-46,0.27,WP_042721640.1,,
Select seq WP_061292437.1,glycosyl hydrolase [Clostridium botulinum],174,174,0.77,2.00E-46,0.27,WP_061292437.1,,
Select seq WP_074660600.1,MULTISPECIES: glucosylceramidase [Flavobacterium],175,175,0.8,2.00E-46,0.27,WP_074660600.1,,
Select seq WP_109697901.1,glucosylceramidase [Chitinophaga sp. XJ-2],175,175,0.79,2.00E-46,0.27,WP_109697901.1,,
Select seq WP_067443823.1,hypothetical protein [Streptomyces lincolnensis],182,182,0.81,2.00E-46,0.27,WP_067443823.1,,
Select seq WP_109191714.1,glucosylceramidase [Flavobacterium crocinum],175,175,0.8,2.00E-46,0.27,WP_109191714.1,,
Select seq WP_030915808.1,"glucan endo-1,6-beta-glucosidase [Streptomyces sp. NRRL S-384]",178,178,0.79,2.00E-46,0.27,WP_030915808.1,,
Select seq WP_027375242.1,MULTISPECIES: glucosylceramidase [Chryseobacterium],175,175,0.84,2.00E-46,0.27,WP_027375242.1,,
Select seq WP_096033295.1,glycosyl hydrolase [Caulobacter vibrioides],174,174,0.8,2.00E-46,0.27,WP_096033295.1,,
Select seq WP_068649565.1,glycosyl hydrolase [Paenibacillus antarcticus],174,174,0.79,2.00E-46,0.27,WP_068649565.1,,
Select seq WP_052482755.1,glycosyl hydrolase [Streptomyces albus],174,174,0.79,2.00E-46,0.27,WP_052482755.1,,
Select seq WP_052682832.1,hypothetical protein [Streptomyces sp. FxanaA7],181,181,0.81,2.00E-46,0.27,WP_052682832.1,,
Select seq WP_123899550.1,glucosylceramidase [Chryseobacterium bernardetii],174,174,0.85,2.00E-46,0.27,WP_123899550.1,,
Select seq WP_107426247.1,glucosylceramidase [Streptomyces gilvosporeus],175,175,0.8,3.00E-46,0.27,WP_107426247.1,,
Select seq WP_085321482.1,glycosyl hydrolase [Clostridium botulinum],173,173,0.77,3.00E-46,0.27,WP_085321482.1,,
Select seq WP_047912962.1,glycosyl hydrolase [Paenibacillus sp. TCA20],173,173,0.79,3.00E-46,0.27,WP_047912962.1,,
Select seq WP_111552077.1,"glucan endo-1,6-beta-glucosidase [Kitasatospora sp. SolWspMP-SS2h]",177,177,0.82,3.00E-46,0.27,WP_111552077.1,,
Select seq WP_054290351.1,hypothetical protein [Kibdelosporangium phytohabitans],177,177,0.82,3.00E-46,0.27,WP_054290351.1,,
Select seq WP_111489292.1,"glucan endo-1,6-beta-glucosidase [Streptacidiphilus sp. DSM 106435]",177,177,0.81,3.00E-46,0.27,WP_111489292.1,,
Select seq WP_062750733.1,MULTISPECIES: glycosyl hydrolase [Streptomyces],177,177,0.78,3.00E-46,0.27,WP_062750733.1,,
Select seq WP_117391307.1,glucosylceramidase [Mucilaginibacter sp. MYSH2],174,174,0.8,3.00E-46,0.27,WP_117391307.1,,
Select seq WP_088583593.1,glucosylceramidase [Chryseobacterium indologenes],174,174,0.84,4.00E-46,0.27,WP_088583593.1,,
Select seq WP_033251171.1,"glucan endo-1,6-beta-glucosidase [Kitasatospora phosalacinea]",177,177,0.82,4.00E-46,0.27,WP_033251171.1,,
Select seq WP_076558180.1,glucosylceramidase [Chryseobacterium indoltheticum],174,174,0.81,4.00E-46,0.27,WP_076558180.1,,
Select seq WP_083681844.1,carbohydrate-binding protein [Paenibacillus sp. FSL A5-0031],182,182,0.8,4.00E-46,0.27,WP_083681844.1,,
Select seq WP_007845844.1,MULTISPECIES: glucosylceramidase [Chryseobacterium],174,174,0.83,4.00E-46,0.27,WP_007845844.1,,
Select seq WP_098741379.1,glycosyl hydrolase [Paenibacillus sp. EZ-K15],173,173,0.79,4.00E-46,0.27,WP_098741379.1,,
Select seq WP_082589609.1,hypothetical protein [Agromyces sp. Soil535],182,182,0.81,4.00E-46,0.27,WP_082589609.1,,
Select seq WP_068590726.1,glycosyl hydrolase [Paenibacillus macquariensis],173,173,0.79,5.00E-46,0.27,WP_068590726.1,,
Select seq WP_116674976.1,glycosyl hydrolase [Promicromonospora sukumoe],177,177,0.85,5.00E-46,0.27,WP_116674976.1,,
Select seq WP_020716455.1,hypothetical protein [Acidobacteriaceae bacterium KBS 89],174,174,0.8,6.00E-46,0.27,WP_020716455.1,,
Select seq WP_102406823.1,beta-glycosidase [Parabacteroides bouchesdurhonensis],173,173,0.79,6.00E-46,0.27,WP_102406823.1,,
Select seq WP_029013201.1,glycosyl hydrolase [Niveispirillum irakense],173,173,0.86,6.00E-46,0.27,WP_029013201.1,,
Select seq WP_070268326.1,glycosyl hydrolase [Duganella sp. HH101],174,174,0.81,6.00E-46,0.27,WP_070268326.1,,
Select seq WP_055912821.1,glucosylceramidase [Pedobacter sp. Leaf216],173,173,0.89,6.00E-46,0.27,WP_055912821.1,,
Select seq WP_120609445.1,glycosyl hydrolase [Corallococcus sp. CA053C],176,176,0.8,6.00E-46,0.27,WP_120609445.1,,
Select seq WP_081981739.1,hypothetical protein [Alistipes sp. ZOR0009],173,173,0.86,7.00E-46,0.27,WP_081981739.1,,
Select seq WP_097055311.1,glucosylceramidase [Salinimicrobium sediminis],173,173,0.78,7.00E-46,0.27,WP_097055311.1,,
Select seq WP_029292986.1,glucosylceramidase [Chryseobacterium hispalense],173,173,0.81,7.00E-46,0.27,WP_029292986.1,,
Select seq WP_012868410.1,O-glycosyl hydrolase [Sanguibacter keddieii],172,172,0.82,7.00E-46,0.27,WP_012868410.1,,
Select seq WP_027149819.1,glucosylceramidase [Methylobacter tundripaludum],173,173,0.81,8.00E-46,0.27,WP_027149819.1,,
Select seq WP_042138851.1,glycosyl hydrolase [Paenibacillus sp. FSL P4-0081],172,172,0.79,8.00E-46,0.27,WP_042138851.1,,
Select seq WP_115097350.1,glycosyl hydrolase [Rhizobiales bacterium],172,172,0.77,8.00E-46,0.27,WP_115097350.1,,
Select seq WP_106140322.1,glucosylceramidase [Spirosoma oryzae],173,173,0.79,8.00E-46,0.27,WP_106140322.1,,
Select seq WP_089382987.1,glucosylceramidase [Lutibacter agarilyticus],173,173,0.78,8.00E-46,0.27,WP_089382987.1,,
Select seq WP_084384923.1,glycosyl hydrolase [Novosphingobium naphthalenivorans],173,173,0.8,8.00E-46,0.27,WP_084384923.1,,
Select seq WP_111426163.1,glucosylceramidase [Flavobacterium sp. A7.6],173,173,0.8,8.00E-46,0.27,WP_111426163.1,,
Select seq WP_031438252.1,glucosylceramidase [Methylobacter tundripaludum],173,173,0.81,8.00E-46,0.27,WP_031438252.1,,
Select seq WP_106132035.1,glucosylceramidase [Mongoliibacter ruber],173,173,0.79,9.00E-46,0.27,WP_106132035.1,,
Select seq WP_114382242.1,hypothetical protein [Paenibacillus prosopidis],180,180,0.82,9.00E-46,0.27,WP_114382242.1,,
Select seq WP_056079435.1,glucosylceramidase [Chryseobacterium sp. Leaf394],173,173,0.83,9.00E-46,0.27,WP_056079435.1,,
Select seq WP_112850745.1,glycosyl hydrolase [Rhizobiales bacterium],172,172,0.77,9.00E-46,0.27,WP_112850745.1,,
Select seq WP_107827862.1,glucosylceramidase [Mucilaginibacter yixingensis],173,173,0.8,9.00E-46,0.27,WP_107827862.1,,
Select seq WP_070359601.1,glycosyl hydrolase [Duganella sp. HH105],173,173,0.81,1.00E-45,0.27,WP_070359601.1,,
Select seq WP_110365996.1,glucosylceramidase [Chryseobacterium sp. CBTAP 102],173,173,0.81,1.00E-45,0.27,WP_110365996.1,,
Select seq WP_003356127.1,glycosyl hydrolase [Clostridium botulinum],172,172,0.77,1.00E-45,0.27,WP_003356127.1,,
Select seq WP_036645074.1,glycosyl hydrolase [Paenibacillus sp. oral taxon 786],172,172,0.85,1.00E-45,0.27,WP_036645074.1,,
Select seq WP_111379338.1,glucosylceramidase [Flavobacterium nitrogenifigens],173,173,0.8,1.00E-45,0.27,WP_111379338.1,,
Select seq WP_076177789.1,glycosyl hydrolase [Clostridium botulinum],172,172,0.77,1.00E-45,0.27,WP_076177789.1,,
Select seq WP_082590328.1,hypothetical protein [Agromyces sp. Soil535],173,173,0.84,1.00E-45,0.27,WP_082590328.1,,
Select seq WP_123895992.1,glucosylceramidase [Flavobacteriaceae bacterium BH-SD17],172,172,0.8,1.00E-45,0.27,WP_123895992.1,,
Select seq WP_077375741.1,glucosylceramidase [Flavobacterium sp. A45],173,173,0.79,1.00E-45,0.27,WP_077375741.1,,
Select seq WP_115619101.1,glucosylceramidase [Chryseobacterium indoltheticum],172,172,0.79,1.00E-45,0.27,WP_115619101.1,,
Select seq WP_027767015.1,glycosyl hydrolase [Streptomyces sp. CNQ865],173,173,0.78,1.00E-45,0.27,WP_027767015.1,,
Select seq WP_103504068.1,MULTISPECIES: glycosyl hydrolase [Streptomyces],175,175,0.78,1.00E-45,0.27,WP_103504068.1,,
Select seq WP_100298289.1,glycosyl hydrolase [Streptomyces sp. CNZ306],173,173,0.78,1.00E-45,0.27,WP_100298289.1,,
Select seq WP_014520371.1,glycosyl hydrolase [Clostridium botulinum],171,171,0.77,2.00E-45,0.27,WP_014520371.1,,
Select seq WP_076234763.1,glycosyl hydrolase [Clostridium botulinum],171,171,0.77,2.00E-45,0.27,WP_076234763.1,,
Select seq WP_051947951.1,hypothetical protein [Streptomyces scabiei],179,179,0.81,2.00E-45,0.27,WP_051947951.1,,
Select seq WP_018852445.1,hypothetical protein [Streptomyces sp. CNY243],173,173,0.78,2.00E-45,0.27,WP_018852445.1,,
Select seq WP_018843040.1,hypothetical protein [Streptomyces sp. CNS335],173,173,0.78,2.00E-45,0.27,WP_018843040.1,,
